hid,pid,pilabour,sex,age,marital,disabled,educlev,lfs,status1,ind1_c,occ1_c,hilabour,nhhmem,hpopwgt
5009,1.0,30534.517822265625,[2]female,36,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[14]administrative and support service activities,[4]junior/middle manager,89615.62329101562,[3]3 hh members,5512.5224609375
5020,3.0,15119.423400878906,[2]female,32,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",15119.423400878906,[4]4 hh members,2594.033203125
5032,3.0,25816.634765625,[1]male,46,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",25816.634765625,[3]3 hh members,1132.1893310546875
5037,2.0,25816.634765625,[1]male,36,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",25816.634765625,[2]2 hh members,1568.6163330078125
5100,1.0,20157.8125,[2]female,59,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",20157.8125,[1]1 hh member,1484.274658203125
5116,1.0,33791.99609375,[2]female,55,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",33791.99609375,[2]2 hh members,949.9114379882812
5149,2.0,19115.482421875,[2]female,45,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[12]real estate activities,[2]office worker,19115.482421875,[2]2 hh members,6568.908203125
5151,1.0,18409.11328125,[1]male,47,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[6]construction,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",18409.11328125,[5]5 hh members,1942.328125
5181,2.0,21170.162109375,[1]male,45,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",21170.162109375,[4]4 hh members,7770.64599609375
5182,1.0,10616.880859375,[2]female,58,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,10616.880859375,[2]2 hh members,4201.111328125
5186,1.0,5395.8828125,[2]female,57,[220]formerly married/in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",14874.5390625,[3]3 hh members,2652.217529296875
5186,2.0,9478.65625,[1]male,31,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[2]mining and quarrying,[2]office worker,14874.5390625,[3]3 hh members,2652.217529296875
5189,1.0,23836.935546875,[1]male,46,[110]married,[0]not disabled,[311]short-cycle tertiary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,40776.1640625,[4]4 hh members,2386.888916015625
5189,2.0,16939.228515625,[2]female,48,[110]married,[0]not disabled,[311]short-cycle tertiary,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,40776.1640625,[4]4 hh members,2386.888916015625
5204,1.0,95297.9140625,[1]male,48,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,"[4]electricity, gas, steam and air-conditioning supply","[5]senior manager, senior official, school head, director of studies, university teacher, magistrate",113981.17578125,[5]5 hh members,9166.3203125
5204,2.0,18683.26171875,[2]female,46,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,"[1]agriculture, forestry and fishing",[2]office worker,113981.17578125,[5]5 hh members,9166.3203125
5212,2.0,6185.06298828125,[2]female,54,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[120]non regular employee,"[13]professional, scientific and technical activities",[2]office worker,6185.06298828125,[2]2 hh members,1479.141357421875
5247,1.0,5011.71240234375,[2]female,53,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[9]accommodation and food service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",20502.29833984375,[3]3 hh members,4934.212890625
5251,1.0,16434.759765625,[1]male,49,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[6]construction,[2]office worker,21339.5859375,[4]4 hh members,5420.6689453125
5260,2.0,7368.42041015625,[2]female,54,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[20]activities of households as employers; undifferentiated goods and services-producing activities of households for own use,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",27672.13525390625,[2]2 hh members,4165.044921875
5269,1.0,51621.1953125,[1]male,40,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[12]real estate activities,[4]junior/middle manager,75215.521484375,[4]4 hh members,10161.5537109375
5269,2.0,23594.326171875,[2]female,37,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,[4]junior/middle manager,75215.521484375,[4]4 hh members,10161.5537109375
5329,1.0,14296.337890625,[1]male,45,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[14]administrative and support service activities,[2]office worker,14296.337890625,[3]3 hh members,6831.88623046875
5343,1.0,20625.71484375,[1]male,43,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,20625.71484375,[3]3 hh members,1283.250244140625
5345,1.0,19402.359375,[2]female,51,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,19402.359375,[1]1 hh member,692.9365844726562
5367,1.0,34027.69140625,[1]male,56,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,59405.551513671875,[5]5 hh members,3408.38623046875
5367,2.0,23178.826171875,[2]female,55,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",59405.551513671875,[5]5 hh members,3408.38623046875
5371,1.0,55586.40234375,[1]male,54,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,"[5]senior manager, senior official, school head, director of studies, university teacher, magistrate",55586.40234375,[4]4 hh members,3525.967041015625
5439,1.0,11822.41015625,[2]female,53,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",35303.958984375,[4]4 hh members,4548.77392578125
5439,3.0,23481.548828125,[1]male,55,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",35303.958984375,[4]4 hh members,4548.77392578125
5470,1.0,25738.590576171875,[1]male,60,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[14]administrative and support service activities,[4]junior/middle manager,25738.590576171875,[3]3 hh members,1180.55810546875
5500,1.0,25451.904296875,[2]female,59,[220]formerly married/in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",25451.904296875,[1]1 hh member,4608.58544921875
5511,1.0,23254.859375,[2]female,49,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,49845.77734375,[3]3 hh members,1241.87158203125
5511,2.0,26590.91796875,[1]male,52,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,"[13]professional, scientific and technical activities",[2]office worker,49845.77734375,[3]3 hh members,1241.87158203125
5599,2.0,22614.732421875,[1]male,60,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,[2]office worker,41556.443359375,[3]3 hh members,1845.95556640625
5599,3.0,18941.7109375,[1]male,30,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",41556.443359375,[3]3 hh members,1845.95556640625
5648,2.0,17776.419921875,[2]female,49,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,41526.0546875,[3]3 hh members,4034.24365234375
5654,3.0,31063.107421875,[1]male,50,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,58242.63293457031,[4]4 hh members,1466.1204833984375
5673,1.0,21562.552734375,[1]male,53,[110]married,[0]not disabled,[120]primary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",72901.697265625,[4]4 hh members,2840.942626953125
5673,2.0,18189.8671875,[2]female,50,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",72901.697265625,[4]4 hh members,2840.942626953125
5673,3.0,18189.8671875,[1]male,30,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",72901.697265625,[4]4 hh members,2840.942626953125
5706,3.0,15637.6142578125,[2]female,50,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",15637.6142578125,[3]3 hh members,1490.9742431640625
5735,1.0,18737.072265625,[2]female,31,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,33786.974609375,[4]4 hh members,5292.9609375
5735,2.0,15049.90234375,[1]male,30,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,"[1]agriculture, forestry and fishing","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",33786.974609375,[4]4 hh members,5292.9609375
5743,1.0,44303.10546875,[1]male,42,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[4]junior/middle manager,55751.751953125,[4]4 hh members,1841.8052978515625
5743,2.0,11448.646484375,[2]female,39,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",55751.751953125,[4]4 hh members,1841.8052978515625
5747,1.0,43497.881103515625,[2]female,38,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[4]junior/middle manager,43497.881103515625,[1]1 hh member,2516.44482421875
5762,2.0,16453.236328125,[2]female,49,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[14]administrative and support service activities,[2]office worker,43577.83117675781,[6]6 hh members,2798.71875
5766,1.0,20700.15625,[2]female,35,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,48893.857421875,[2]2 hh members,7036.53955078125
5766,2.0,28193.701171875,[1]male,38,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,48893.857421875,[2]2 hh members,7036.53955078125
5813,1.0,21718.107421875,[2]female,46,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,28851.94775390625,[4]4 hh members,3024.86669921875
5848,1.0,14065.642578125,[2]female,41,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,14065.642578125,[3]3 hh members,2862.279296875
5864,1.0,13190.8427734375,[1]male,39,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[9]accommodation and food service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",13190.8427734375,[1]1 hh member,3268.59033203125
5865,1.0,30695.33203125,[2]female,44,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",30695.33203125,[1]1 hh member,2260.66162109375
5880,1.0,38857.66015625,[2]female,45,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,38857.66015625,[1]1 hh member,7356.2744140625
5896,2.0,17689.6953125,[2]female,51,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[17]human health and social work activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",17689.6953125,[3]3 hh members,3457.019775390625
5926,2.0,28823.953125,[1]male,57,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[10]information and communication,"[5]senior manager, senior official, school head, director of studies, university teacher, magistrate",37299.443359375,[4]4 hh members,7525.8857421875
5941,1.0,20849.111328125,[1]male,51,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",20849.111328125,[4]4 hh members,865.7660522460938
5945,1.0,27616.153442382812,[1]male,44,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,"[13]professional, scientific and technical activities","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",45775.03625488281,[2]2 hh members,1100.89453125
5945,2.0,18158.8828125,[2]female,42,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,"[13]professional, scientific and technical activities","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",45775.03625488281,[2]2 hh members,1100.89453125
5962,1.0,34046.3828125,[1]male,58,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,46538.33984375,[4]4 hh members,2122.4111328125
5962,2.0,12491.95703125,[2]female,54,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",46538.33984375,[4]4 hh members,2122.4111328125
6017,3.0,27461.146484375,[1]male,49,[220]formerly married/in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[6]construction,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",27461.146484375,[3]3 hh members,2780.28173828125
6037,1.0,8390.58203125,[1]male,51,[220]formerly married/in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,8390.58203125,[1]1 hh member,2537.06396484375
6043,2.0,11280.03515625,[2]female,45,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[16]education,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",11280.03515625,[4]4 hh members,1398.5133056640625
6055,1.0,32268.330810546875,[2]female,51,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[16]education,[4]junior/middle manager,54108.24841308594,[3]3 hh members,4534.6474609375
6055,2.0,21839.917602539062,[1]male,58,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,54108.24841308594,[3]3 hh members,4534.6474609375
6113,1.0,43260.98828125,[2]female,42,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,43260.98828125,[1]1 hh member,1648.9171142578125
6128,1.0,22099.119140625,[2]female,51,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",22099.119140625,[4]4 hh members,1879.6824951171875
6158,1.0,25169.015625,[1]male,46,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[8]transportation and storage,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",25169.015625,[2]2 hh members,943.1629028320312
6167,2.0,83086.5703125,[1]male,45,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,[2]office worker,107885.51953125,[2]2 hh members,4381.0205078125
6181,1.0,222642.671875,[1]male,56,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[3]manufacturing,"[5]senior manager, senior official, school head, director of studies, university teacher, magistrate",222642.671875,[4]4 hh members,1093.9854736328125
6202,2.0,26819.12109375,[2]female,55,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",96595.53515625,[5]5 hh members,5831.79736328125
6217,3.0,23312.06640625,[2]female,37,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,23312.06640625,[3]3 hh members,1575.3153076171875
6219,1.0,3939.86474609375,[1]male,46,[220]formerly married/in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,"[1]agriculture, forestry and fishing","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",3939.86474609375,[3]3 hh members,1272.447998046875
6223,2.0,29829.2265625,[2]female,59,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[17]human health and social work activities,"[5]senior manager, senior official, school head, director of studies, university teacher, magistrate",29829.2265625,[3]3 hh members,894.6448364257812
6226,2.0,26347.333984375,[1]male,57,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",26347.333984375,[2]2 hh members,934.9076538085938
6235,2.0,4223.211486816406,[2]female,60,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,25548.482971191406,[4]4 hh members,1317.4730224609375
6235,4.0,5627.4521484375,[2]female,34,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,[2]office worker,25548.482971191406,[4]4 hh members,1317.4730224609375
6346,2.0,85248.00610351562,[1]male,45,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[11]financial and insurance activities,[4]junior/middle manager,86044.23138427734,[4]4 hh members,6722.7197265625
6385,1.0,17802.30859375,[1]male,31,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,"[1]agriculture, forestry and fishing","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",17802.30859375,[1]1 hh member,1856.872314453125
6434,2.0,26409.796875,[2]female,57,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[16]education,[2]office worker,72209.9697265625,[4]4 hh members,941.9985961914062
6437,1.0,32704.53125,[1]male,48,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[17]human health and social work activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",32704.53125,[5]5 hh members,1020.8939819335938
6472,1.0,9452.59765625,[1]male,44,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,"[1]agriculture, forestry and fishing","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",9452.59765625,[1]1 hh member,6136.05517578125
6503,2.0,8809.6005859375,[2]female,36,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",7871.37060546875,[5]5 hh members,1818.1058349609375
6509,1.0,18659.498046875,[2]female,48,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",39927.552734375,[7]7 hh members,2799.506591796875
6509,2.0,21268.0546875,[1]male,49,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,39927.552734375,[7]7 hh members,2799.506591796875
6538,1.0,19265.896484375,[1]male,56,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",19265.896484375,[1]1 hh member,2065.382080078125
6590,1.0,9716.8525390625,[1]male,56,[220]formerly married/in union,[1]disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,9716.8525390625,[1]1 hh member,1114.4716796875
6594,1.0,27928.26953125,[1]male,49,[220]formerly married/in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",27928.26953125,[1]1 hh member,1468.10986328125
6596,1.0,22821.0,[1]male,52,[220]formerly married/in union,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[6]construction,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",22821.0,[1]1 hh member,4041.913330078125
6674,1.0,20503.6953125,[2]female,52,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,56137.03515625,[2]2 hh members,7448.14453125
6717,1.0,15274.4541015625,[2]female,31,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,[2]office worker,15274.4541015625,[1]1 hh member,13887.9609375
6755,1.0,15928.2099609375,[2]female,32,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[8]transportation and storage,[2]office worker,15928.2099609375,[4]4 hh members,2059.658935546875
6775,1.0,24856.345703125,[2]female,44,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[2]office worker,67664.947265625,[5]5 hh members,5779.78564453125
6851,1.0,21161.65234375,[1]male,48,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,21161.65234375,[3]3 hh members,1655.941162109375
6878,1.0,33942.21875,[1]male,38,[210]never married/not in union,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",33942.21875,[1]1 hh member,4204.44970703125
6905,1.0,25216.40625,[2]female,51,[110]married,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[17]human health and social work activities,[2]office worker,40283.4931640625,[3]3 hh members,2327.128173828125
6905,2.0,15067.0869140625,[1]male,55,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[19]other service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",40283.4931640625,[3]3 hh members,2327.128173828125
6972,3.0,11312.6103515625,[1]male,45,[110]married,[0]not disabled,[120]primary,[100]employed,[110]regular employee,"[1]agriculture, forestry and fishing","[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",25384.72265625,[3]3 hh members,12287.869140625
7017,1.0,383.5221862792969,[2]female,35,[110]married,[0]not disabled,[120]primary,[100]employed,[120]non regular employee,[17]human health and social work activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",7280.520233154297,[4]4 hh members,1616.5123291015625
7017,2.0,6896.998046875,[1]male,37,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[6]construction,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",7280.520233154297,[4]4 hh members,1616.5123291015625
7018,1.0,38327.25518798828,[2]female,38,[110]married,[0]not disabled,[313]master or equivalent,[100]employed,[110]regular employee,[3]manufacturing,[2]office worker,78373.853515625,[2]2 hh members,2570.2783203125
7018,2.0,40046.59832763672,[1]male,38,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[4]junior/middle manager,78373.853515625,[2]2 hh members,2570.2783203125
7039,1.0,17220.068359375,[1]male,32,[110]married,[0]not disabled,[120]primary,[100]employed,[110]regular employee,[6]construction,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",17220.068359375,[1]1 hh member,6474.80859375
7045,1.0,22771.162109375,[1]male,52,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",49383.904296875,[3]3 hh members,2917.880859375
7045,2.0,26612.7421875,[2]female,48,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[17]human health and social work activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",49383.904296875,[3]3 hh members,2917.880859375
7134,3.0,3303.60888671875,[1]male,44,[210]never married/not in union,[0]not disabled,[130]lower secondary,[100]employed,[120]non regular employee,[6]construction,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",3303.60888671875,[3]3 hh members,12512.833984375
7156,1.0,22907.30859375,[1]male,55,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[9]accommodation and food service activities,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",37202.8349609375,[4]4 hh members,13887.9609375
7156,2.0,14295.5263671875,[2]female,49,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[19]other service activities,[2]office worker,37202.8349609375,[4]4 hh members,13887.9609375
7166,1.0,36225.46212768555,[1]male,37,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[15]public administration and defence; compulsory social security,[2]office worker,36225.46212768555,[1]1 hh member,13887.9609375
7167,1.0,12559.779296875,[1]male,52,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[7]wholesale and retail trade; repair of motor vehicles and motorcycles,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",12559.779296875,[1]1 hh member,9371.072265625
7202,1.0,32381.619140625,[1]male,52,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",54895.02734375,[4]4 hh members,6600.2392578125
7202,2.0,22513.408203125,[2]female,50,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",54895.02734375,[4]4 hh members,6600.2392578125
7229,3.0,22637.2578125,[1]male,41,[210]never married/not in union,[0]not disabled,[312]bachelor or equivalent,[100]employed,[110]regular employee,[16]education,"[3]school teacher (all schools, including teacher with term appointment, special contract or similar)",22637.2578125,[3]3 hh members,1030.52734375
7260,1.0,40900.80078125,[1]male,43,[110]married,[0]not disabled,[210]upper secondary,[100]employed,[110]regular employee,[3]manufacturing,[4]junior/middle manager,42479.900146484375,[4]4 hh members,4213.99609375
7260,2.0,1579.099365234375,[2]female,41,[110]married,[0]not disabled,[130]lower secondary,[100]employed,[110]regular employee,[3]manufacturing,"[1]blue-collar worker or similar (including employee, apprentice, homeworker and sales assistant)",42479.900146484375,[4]4 hh members,4213.99609375
