hid,pid,sex,relation,inum_x,age,marital,health_c,educlev,status1,ind1_c,occ1_c,basb,bafr1_c,hpopwgt,hhtype,inum_y,saves,y_tilde,groups
760,1,[1]male,[1000]head,1,44,[110]married,[2]good,[320]doctorate or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,32299.926830767974,[220]couple with children,1,0,1,0
763,1,[1]male,[1000]head,1,45,[110]married,[1]excellent,[210]upper secondary,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services","[2]technical, sales, and administrative support occupations",[11]does not save: expenses exceed income,[2]take above average financial risks expecting to earn above average returns,20668.78002051513,[320]couple with children and relatives,1,0,1,0
764,1,[1]male,[1000]head,1,30,[110]married,[2]good,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[2]take above average financial risks expecting to earn above average returns,19991.85151789142,[220]couple with children,1,0,1,0
765,1,[1]male,[1000]head,1,32,[110]married,[2]good,[210]upper secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[5]operators, fabricators, and laborers",[20]saves,[3]take average financial risks expecting to earn average returns,33148.22319753205,[210]couple without children,1,1,1,0
766,1,[1]male,[1000]head,1,44,[210]never married/not in union,[2]good,[312]bachelor or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,19750.7783038627,[100]one person household,1,1,1,0
768,1,[1]male,[1000]head,1,61,[110]married,[2]good,[210]upper secondary,[100]dependent employed,[2]mining and construction,"[4]precision production, craft, and repair occupations",[20]saves,[4]not willing to take any financial risks,31891.98943322938,[210]couple without children,1,1,1,0
769,1,[1]male,[1000]head,1,31,[222]divorced,[2]good,[311]short-cycle tertiary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[4]precision production, craft, and repair occupations",[20]saves,[2]take above average financial risks expecting to earn above average returns,27896.93975428463,[100]one person household,1,1,1,0
770,1,[1]male,[1000]head,1,49,[110]married,[3]fair,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,11399.797947322731,[220]couple with children,1,1,1,0
771,1,[2]female,[1000]head,1,47,[222]divorced,[3]fair,[311]short-cycle tertiary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,20583.924868589027,[230]one parent with children,1,0,1,0
772,1,[1]male,[1000]head,1,30,[210]never married/not in union,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services","[2]technical, sales, and administrative support occupations",[20]saves,[3]take average financial risks expecting to earn average returns,24420.076275162388,[100]one person household,1,1,1,0
776,1,[2]female,[1000]head,1,67,[222]divorced,[3]fair,[210]upper secondary,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[11]does not save: expenses exceed income,[2]take above average financial risks expecting to earn above average returns,30396.420300397254,[100]one person household,1,0,1,0
778,1,[1]male,[1000]head,1,59,[110]married,[1]excellent,[313]master or equivalent,[100]dependent employed,[3]manufacturing,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,1810.1689577144803,[210]couple without children,1,1,1,0
780,1,[1]male,[1000]head,1,31,[120]in consensual union,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[5]operators, fabricators, and laborers",[20]saves,[4]not willing to take any financial risks,37282.049837855404,[220]couple with children,1,1,1,0
782,1,[2]female,[1000]head,1,58,[222]divorced,[2]good,[312]bachelor or equivalent,[100]dependent employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,23774.26876658184,[100]one person household,1,0,1,0
783,1,[1]male,[1000]head,1,60,[110]married,[2]good,[311]short-cycle tertiary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,16250.846208465364,[320]couple with children and relatives,1,1,1,0
784,1,[2]female,[1000]head,1,54,[223]widowed,[3]fair,[110]less than primary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[3]service occupations (including armed forces),[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,27942.977355670566,[100]one person household,1,0,1,0
788,1,[1]male,[1000]head,1,58,[110]married,[4]poor,[130]lower secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[5]operators, fabricators, and laborers",[20]saves,[4]not willing to take any financial risks,27144.37069715521,[210]couple without children,1,1,1,0
789,1,[1]male,[1000]head,1,40,[110]married,[2]good,[312]bachelor or equivalent,[100]dependent employed,[4]wholesale and retail trade,"[2]technical, sales, and administrative support occupations",[12]does not save: expenses about the same as income,[2]take above average financial risks expecting to earn above average returns,19667.584513142046,[220]couple with children,1,0,1,0
790,1,[1]male,[1000]head,1,42,[110]married,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services","[2]technical, sales, and administrative support occupations",[20]saves,[1]take substantial financial risks expecting to earn substantial returns,13484.262758182454,[220]couple with children,1,1,1,0
792,1,[2]female,[1000]head,1,36,[210]never married/not in union,[1]excellent,[313]master or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[1]take substantial financial risks expecting to earn substantial returns,19592.98513215565,[100]one person household,1,1,1,0
794,1,[1]male,[1000]head,1,58,[110]married,[2]good,[320]doctorate or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,2744.247244668593,[220]couple with children,1,1,1,0
795,1,[2]female,[1000]head,1,27,[210]never married/not in union,[3]fair,[210]upper secondary,[100]dependent employed,[4]wholesale and retail trade,[3]service occupations (including armed forces),[20]saves,[3]take average financial risks expecting to earn average returns,21150.37017654226,[230]one parent with children,1,1,1,0
798,1,[1]male,[1000]head,1,75,[110]married,[1]excellent,[311]short-cycle tertiary,[200]self-employed,[2]mining and construction,"[4]precision production, craft, and repair occupations",[11]does not save: expenses exceed income,[4]not willing to take any financial risks,24841.849543001434,[210]couple without children,1,0,1,0
799,1,[2]female,[1000]head,1,46,[210]never married/not in union,[2]good,[312]bachelor or equivalent,[100]dependent employed,[7]public administration and defence,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,25684.20513121658,[100]one person household,1,1,1,0
803,1,[2]female,[1000]head,1,27,[210]never married/not in union,[1]excellent,[210]upper secondary,[100]dependent employed,[4]wholesale and retail trade,"[2]technical, sales, and administrative support occupations",[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,18496.807133512313,[230]one parent with children,1,0,1,0
804,1,[1]male,[1000]head,1,53,[110]married,[2]good,[313]master or equivalent,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,6156.238086274431,[220]couple with children,1,1,1,0
805,1,[1]male,[1000]head,1,50,[222]divorced,[2]good,[311]short-cycle tertiary,[100]dependent employed,[4]wholesale and retail trade,[3]service occupations (including armed forces),[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,20769.463623960997,[100]one person household,1,0,1,0
807,1,[1]male,[1000]head,1,65,[110]married,[2]good,[313]master or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,10574.604498314555,[210]couple without children,1,0,1,0
808,1,[1]male,[1000]head,1,33,[210]never married/not in union,[2]good,[313]master or equivalent,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[11]does not save: expenses exceed income,[2]take above average financial risks expecting to earn above average returns,19120.17153806259,[100]one person household,1,0,1,0
809,1,[1]male,[1000]head,1,64,[222]divorced,[2]good,[210]upper secondary,[100]dependent employed,[3]manufacturing,"[2]technical, sales, and administrative support occupations",[20]saves,[2]take above average financial risks expecting to earn above average returns,34890.23863404102,[100]one person household,1,1,1,0
810,1,[1]male,[1000]head,1,27,[120]in consensual union,[2]good,[210]upper secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[1]take substantial financial risks expecting to earn substantial returns,26599.67852293337,[210]couple without children,1,0,1,0
811,1,[1]male,[1000]head,1,55,[110]married,[2]good,[313]master or equivalent,[100]dependent employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,22870.27632284387,[220]couple with children,1,1,1,0
813,1,[2]female,[1000]head,1,49,[222]divorced,[1]excellent,[313]master or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,18364.146166957147,[330]one parent with children and relatives,1,1,1,0
814,1,[1]male,[1000]head,1,53,[222]divorced,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,[7]public administration and defence,[3]service occupations (including armed forces),[20]saves,[2]take above average financial risks expecting to earn above average returns,19913.42911682675,[100]one person household,1,1,1,0
815,1,[1]male,[1000]head,1,72,[110]married,[3]fair,[313]master or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,10942.474360017266,[210]couple without children,1,1,1,0
817,1,[1]male,[1000]head,1,35,[120]in consensual union,[1]excellent,[312]bachelor or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,22711.78391056335,[210]couple without children,1,1,1,0
818,1,[1]male,[1000]head,1,48,[110]married,[2]good,[210]upper secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[5]operators, fabricators, and laborers",[20]saves,[4]not willing to take any financial risks,18971.07619954607,[220]couple with children,1,1,1,0
819,1,[1]male,[1000]head,1,57,[110]married,[2]good,[320]doctorate or equivalent,[100]dependent employed,[3]manufacturing,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,10798.225565032688,[220]couple with children,1,1,1,0
820,1,[1]male,[1000]head,1,42,[110]married,[2]good,[210]upper secondary,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,18639.125184729473,[220]couple with children,1,1,1,0
821,1,[1]male,[1000]head,1,47,[110]married,[3]fair,[210]upper secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[4]precision production, craft, and repair occupations",[20]saves,[3]take average financial risks expecting to earn average returns,15751.3408467171,[210]couple without children,1,1,1,0
822,1,[1]male,[1000]head,1,55,[110]married,[2]good,[313]master or equivalent,[100]dependent employed,[3]manufacturing,[1]managerial and professional occupations,[11]does not save: expenses exceed income,[3]take average financial risks expecting to earn average returns,8651.247178917134,[220]couple with children,1,0,1,0
824,1,[1]male,[1000]head,1,38,[120]in consensual union,[2]good,[311]short-cycle tertiary,[100]dependent employed,"[1]agriculture, forestry and fisheries","[6]farming, forestry, and fishing occupations",[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,20281.47007303586,[220]couple with children,1,0,1,0
825,1,[1]male,[1000]head,1,58,[120]in consensual union,[2]good,[210]upper secondary,[100]dependent employed,[4]wholesale and retail trade,"[2]technical, sales, and administrative support occupations",[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,25051.190409679253,[210]couple without children,1,0,1,0
826,1,[2]female,[1000]head,1,61,[210]never married/not in union,[2]good,[313]master or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[6]farming, forestry, and fishing occupations",[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,14348.186303154986,[100]one person household,1,0,1,0
831,1,[1]male,[1000]head,1,67,[120]in consensual union,[1]excellent,[210]upper secondary,[200]self-employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,1872.2665148707508,[210]couple without children,1,1,1,0
832,1,[1]male,[1000]head,1,43,[110]married,[2]good,[313]master or equivalent,[200]self-employed,"[1]agriculture, forestry and fisheries","[6]farming, forestry, and fishing occupations",[12]does not save: expenses about the same as income,[2]take above average financial risks expecting to earn above average returns,156.87851960055863,[220]couple with children,1,0,1,0
834,1,[1]male,[1000]head,1,29,[120]in consensual union,[2]good,[210]upper secondary,[100]dependent employed,[4]wholesale and retail trade,"[2]technical, sales, and administrative support occupations",[12]does not save: expenses about the same as income,[2]take above average financial risks expecting to earn above average returns,21929.34232432513,[220]couple with children,1,0,1,0
836,1,[1]male,[1000]head,1,62,[222]divorced,[3]fair,[312]bachelor or equivalent,[100]dependent employed,"[1]agriculture, forestry and fisheries","[2]technical, sales, and administrative support occupations",[12]does not save: expenses about the same as income,[2]take above average financial risks expecting to earn above average returns,33911.69515915949,[100]one person household,1,0,1,0
838,1,[1]male,[1000]head,1,38,[110]married,[2]good,[210]upper secondary,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[5]operators, fabricators, and laborers",[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,18113.661516397027,[320]couple with children and relatives,1,0,1,0
840,1,[1]male,[1000]head,1,48,[110]married,[1]excellent,[320]doctorate or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,4150.156160221447,[220]couple with children,1,1,1,0
841,1,[1]male,[1000]head,1,57,[110]married,[2]good,[210]upper secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[5]operators, fabricators, and laborers",[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,23366.772873026242,[220]couple with children,1,0,1,0
843,1,[1]male,[1000]head,1,66,[110]married,[2]good,[313]master or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[11]does not save: expenses exceed income,[3]take average financial risks expecting to earn average returns,27312.51734016459,[210]couple without children,1,0,1,0
844,1,[1]male,[1000]head,1,28,[110]married,[3]fair,[210]upper secondary,[100]dependent employed,[2]mining and construction,"[4]precision production, craft, and repair occupations",[11]does not save: expenses exceed income,[3]take average financial risks expecting to earn average returns,17895.15657322756,[220]couple with children,1,0,1,0
845,1,[1]male,[1000]head,1,31,[110]married,[2]good,[311]short-cycle tertiary,[100]dependent employed,[7]public administration and defence,[3]service occupations (including armed forces),[20]saves,[3]take average financial risks expecting to earn average returns,26519.944942954535,[220]couple with children,1,1,1,0
846,1,[1]male,[1000]head,1,54,[222]divorced,[1]excellent,[313]master or equivalent,[200]self-employed,[3]manufacturing,[1]managerial and professional occupations,[20]saves,[1]take substantial financial risks expecting to earn substantial returns,216.3710586755061,[100]one person household,1,1,1,0
848,1,[1]male,[1000]head,1,58,[110]married,[2]good,[313]master or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services",[3]service occupations (including armed forces),[20]saves,[2]take above average financial risks expecting to earn above average returns,181.2474687669126,[220]couple with children,1,1,1,0
850,1,[1]male,[1000]head,1,43,[110]married,[2]good,[210]upper secondary,[100]dependent employed,[3]manufacturing,"[4]precision production, craft, and repair occupations",[20]saves,[4]not willing to take any financial risks,27957.567881678006,[210]couple without children,1,1,1,0
852,1,[1]male,[1000]head,1,55,[110]married,[1]excellent,[320]doctorate or equivalent,[200]self-employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,167.44735286950393,[220]couple with children,1,1,1,0
853,1,[1]male,[1000]head,1,33,[210]never married/not in union,[2]good,[210]upper secondary,[200]self-employed,[3]manufacturing,[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,21367.0627489684,[100]one person household,1,0,1,0
854,1,[1]male,[1000]head,1,56,[110]married,[2]good,[210]upper secondary,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[5]operators, fabricators, and laborers",[20]saves,[4]not willing to take any financial risks,22122.989080666193,[210]couple without children,1,1,1,0
856,1,[1]male,[1000]head,1,37,[120]in consensual union,[2]good,[210]upper secondary,[200]self-employed,[2]mining and construction,"[4]precision production, craft, and repair occupations",[20]saves,[3]take average financial risks expecting to earn average returns,24657.353557562405,[220]couple with children,1,1,1,0
857,1,[1]male,[1000]head,1,56,[110]married,[1]excellent,[312]bachelor or equivalent,[200]self-employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,2870.5860023532223,[220]couple with children,1,1,1,0
858,1,[1]male,[1000]head,1,36,[120]in consensual union,[2]good,[311]short-cycle tertiary,[100]dependent employed,[3]manufacturing,"[5]operators, fabricators, and laborers",[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,13826.412860125907,[220]couple with children,1,0,1,0
859,1,[1]male,[1000]head,1,37,[110]married,[1]excellent,[210]upper secondary,[100]dependent employed,[2]mining and construction,"[4]precision production, craft, and repair occupations",[11]does not save: expenses exceed income,[4]not willing to take any financial risks,29151.087697170176,[220]couple with children,1,0,1,0
860,1,[1]male,[1000]head,1,40,[110]married,[2]good,[320]doctorate or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,22680.734479418654,[220]couple with children,1,0,1,0
861,1,[1]male,[1000]head,1,61,[110]married,[1]excellent,[313]master or equivalent,[200]self-employed,[4]wholesale and retail trade,[1]managerial and professional occupations,[11]does not save: expenses exceed income,[2]take above average financial risks expecting to earn above average returns,74.04177800047674,[210]couple without children,1,0,1,0
862,1,[1]male,[1000]head,1,25,[120]in consensual union,[1]excellent,[210]upper secondary,[100]dependent employed,[7]public administration and defence,"[5]operators, fabricators, and laborers",[11]does not save: expenses exceed income,[3]take average financial risks expecting to earn average returns,24861.625445389313,[210]couple without children,1,0,1,0
863,1,[1]male,[1000]head,1,28,[110]married,[2]good,[312]bachelor or equivalent,[100]dependent employed,[7]public administration and defence,[3]service occupations (including armed forces),[20]saves,[3]take average financial risks expecting to earn average returns,25421.426457214653,[210]couple without children,1,1,1,0
865,1,[1]male,[1000]head,1,28,[110]married,[2]good,[320]doctorate or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,37599.88992199497,[210]couple without children,1,1,1,0
866,1,[1]male,[1000]head,1,32,[210]never married/not in union,[2]good,[312]bachelor or equivalent,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[1]take substantial financial risks expecting to earn substantial returns,25342.41197891308,[100]one person household,1,1,1,0
867,1,[1]male,[1000]head,1,29,[110]married,[1]excellent,[210]upper secondary,[100]dependent employed,[3]manufacturing,"[2]technical, sales, and administrative support occupations",[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,18476.29840464107,[220]couple with children,1,0,1,0
868,1,[1]male,[1000]head,1,60,[110]married,[1]excellent,[312]bachelor or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[4]not willing to take any financial risks,1961.730644552195,[220]couple with children,1,1,1,0
870,1,[1]male,[1000]head,1,66,[110]married,[1]excellent,[312]bachelor or equivalent,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,18259.629948674574,[210]couple without children,1,1,1,0
871,1,[1]male,[1000]head,1,40,[110]married,[2]good,[210]upper secondary,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services","[4]precision production, craft, and repair occupations",[20]saves,[3]take average financial risks expecting to earn average returns,18104.31701024856,[210]couple without children,1,1,1,0
873,1,[1]male,[1000]head,1,41,[110]married,[2]good,[210]upper secondary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,21873.782813647027,[220]couple with children,1,1,1,0
874,1,[1]male,[1000]head,1,39,[110]married,[2]good,[311]short-cycle tertiary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[12]does not save: expenses about the same as income,[2]take above average financial risks expecting to earn above average returns,27782.555645267013,[220]couple with children,1,0,1,0
875,1,[1]male,[1000]head,1,50,[120]in consensual union,[2]good,[312]bachelor or equivalent,[100]dependent employed,[7]public administration and defence,"[4]precision production, craft, and repair occupations",[12]does not save: expenses about the same as income,[4]not willing to take any financial risks,20712.575795938807,[210]couple without children,1,0,1,0
876,1,[1]male,[1000]head,1,37,[110]married,[1]excellent,[320]doctorate or equivalent,[100]dependent employed,"[1]agriculture, forestry and fisheries",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,16028.514564173685,[220]couple with children,1,1,1,0
877,1,[1]male,[1000]head,1,45,[210]never married/not in union,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[2]technical, sales, and administrative support occupations",[20]saves,[2]take above average financial risks expecting to earn above average returns,19365.202878637385,[230]one parent with children,1,1,1,0
879,1,[1]male,[1000]head,1,53,[110]married,[1]excellent,[320]doctorate or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,18781.217293995265,[220]couple with children,1,1,1,0
881,1,[1]male,[1000]head,1,59,[110]married,[1]excellent,[210]upper secondary,[200]self-employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,17630.24525329926,[210]couple without children,1,1,1,0
883,1,[1]male,[1000]head,1,28,[210]never married/not in union,[1]excellent,[312]bachelor or equivalent,[100]dependent employed,[3]manufacturing,"[2]technical, sales, and administrative support occupations",[20]saves,[2]take above average financial risks expecting to earn above average returns,32880.85922264753,[100]one person household,1,1,1,0
885,1,[1]male,[1000]head,1,48,[110]married,[2]good,[320]doctorate or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[2]take above average financial risks expecting to earn above average returns,4011.124930712765,[220]couple with children,1,1,1,0
886,1,[1]male,[1000]head,1,71,[221]separated,[1]excellent,[312]bachelor or equivalent,[200]self-employed,[3]manufacturing,[1]managerial and professional occupations,[11]does not save: expenses exceed income,[4]not willing to take any financial risks,23205.2756503171,[230]one parent with children,1,0,1,0
887,1,[1]male,[1000]head,1,60,[110]married,[2]good,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,5221.453631738371,[210]couple without children,1,1,1,0
890,1,[2]female,[1000]head,1,55,[222]divorced,[2]good,[311]short-cycle tertiary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[5]operators, fabricators, and laborers",[12]does not save: expenses about the same as income,[1]take substantial financial risks expecting to earn substantial returns,25731.489962401574,[330]one parent with children and relatives,1,0,1,0
891,1,[1]male,[1000]head,1,53,[110]married,[2]good,[312]bachelor or equivalent,[200]self-employed,[4]wholesale and retail trade,"[2]technical, sales, and administrative support occupations",[20]saves,[3]take average financial risks expecting to earn average returns,19302.46685228495,[220]couple with children,1,1,1,0
892,1,[2]female,[1000]head,1,63,[222]divorced,[2]good,[311]short-cycle tertiary,[100]dependent employed,[7]public administration and defence,[1]managerial and professional occupations,[20]saves,[4]not willing to take any financial risks,28497.21731399855,[100]one person household,1,1,1,0
893,1,[1]male,[1000]head,1,57,[110]married,[1]excellent,[313]master or equivalent,[200]self-employed,"[1]agriculture, forestry and fisheries",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,135.8021007374433,[210]couple without children,1,1,1,0
894,1,[1]male,[1000]head,1,39,[110]married,[2]good,[312]bachelor or equivalent,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[4]not willing to take any financial risks,17724.352450213875,[220]couple with children,1,1,1,0
895,1,[1]male,[1000]head,1,51,[120]in consensual union,[2]good,[311]short-cycle tertiary,[100]dependent employed,[3]manufacturing,"[5]operators, fabricators, and laborers",[12]does not save: expenses about the same as income,[3]take average financial risks expecting to earn average returns,33198.73656808295,[210]couple without children,1,0,1,0
896,1,[2]female,[1000]head,1,66,[222]divorced,[2]good,[320]doctorate or equivalent,[200]self-employed,[7]public administration and defence,[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,16804.880268830664,[100]one person household,1,1,1,0
897,1,[1]male,[1000]head,1,61,[110]married,[3]fair,[312]bachelor or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,54901.6564775745,[220]couple with children,1,1,1,0
899,1,[2]female,[1000]head,1,28,[210]never married/not in union,[2]good,[313]master or equivalent,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,18568.10972865379,[100]one person household,1,1,1,0
901,1,[1]male,[1000]head,1,54,[110]married,[1]excellent,[210]upper secondary,[100]dependent employed,[7]public administration and defence,[3]service occupations (including armed forces),[20]saves,[4]not willing to take any financial risks,7927.790104124945,[210]couple without children,1,1,1,0
903,1,[1]male,[1000]head,1,26,[120]in consensual union,[2]good,[311]short-cycle tertiary,[100]dependent employed,"[6]transport, communic. and other public utilities, entertainment, personal, professional & related services","[5]operators, fabricators, and laborers",[20]saves,[3]take average financial risks expecting to earn average returns,20667.244309024733,[210]couple without children,1,1,1,0
904,1,[2]female,[1000]head,1,46,[222]divorced,[1]excellent,[210]upper secondary,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,22930.098461541962,[230]one parent with children,1,1,1,0
906,1,[1]male,[1000]head,1,27,[110]married,[3]fair,[210]upper secondary,[100]dependent employed,[7]public administration and defence,[3]service occupations (including armed forces),[11]does not save: expenses exceed income,[4]not willing to take any financial risks,15110.310601527155,[220]couple with children,1,0,1,0
907,1,[1]male,[1000]head,1,57,[110]married,[1]excellent,[313]master or equivalent,[100]dependent employed,"[5]finance, insurance and real estate, business and repair services",[1]managerial and professional occupations,[20]saves,[3]take average financial risks expecting to earn average returns,15940.907015435743,[220]couple with children,1,1,1,0
